judging from previous posts this used to be a good place , but not any longer . [A] [O] [S] [C]	[A] place [O] not any longer [S] bad [C] restaurant general
the food is decent . [O] [A] [S] [C]	[O] decent [A] food [S] ok [C] food quality
however , it ' s the service that leaves a bad taste in my mouth . [A] [O] [S] [C]	[A] service [O] bad taste [S] bad [C] service general
however , it ' s the service that leaves a bad taste in my mouth . [A] [O] [C] [S]	[A] service [O] bad taste [C] service general [S] bad
however , it ' s the service that leaves a bad taste in my mouth . [A] [S] [O] [C]	[A] service [S] bad [O] bad taste [C] service general
however , it ' s the service that leaves a bad taste in my mouth . [O] [A] [C] [S]	[O] bad taste [A] service [C] service general [S] bad
however , it ' s the service that leaves a bad taste in my mouth . [O] [A] [S] [C]	[O] bad taste [A] service [S] bad [C] service general
i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check . [A] [O] [S] [C]	[A] waiter [O] bad [S] bad [C] service general
i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check . [A] [O] [C] [S]	[A] waiter [O] bad [C] service general [S] bad
i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check . [A] [S] [O] [C]	[A] waiter [S] bad [O] bad [C] service general
i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check . [O] [A] [C] [S]	[O] bad [A] waiter [C] service general [S] bad
i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check . [O] [A] [S] [C]	[O] bad [A] waiter [S] bad [C] service general
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] service general [SSEP] [A] it [O] null [S] bad [C] service general
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience . [A] [O] [C] [S]	[A] it [O] null [C] service general [S] bad [SSEP] [A] it [O] null [C] service general [S] bad
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] service general [SSEP] [A] it [S] bad [O] null [C] service general
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience . [O] [A] [C] [S]	[O] null [A] it [C] service general [S] bad [SSEP] [O] null [A] it [C] service general [S] bad
i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] service general [SSEP] [O] null [A] it [S] bad [C] service general
well , i did n ' t find it there , and trust , i have told everyone i can think of about my experience . [A] [O] [S] [C]	[A] it [O] null [S] bad [C] restaurant general
well , i did n ' t find it there , and trust , i have told everyone i can think of about my experience . [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] bad
well , i did n ' t find it there , and trust , i have told everyone i can think of about my experience . [A] [S] [O] [C]	[A] it [S] bad [O] null [C] restaurant general
well , i did n ' t find it there , and trust , i have told everyone i can think of about my experience . [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] bad
well , i did n ' t find it there , and trust , i have told everyone i can think of about my experience . [O] [A] [S] [C]	[O] null [A] it [S] bad [C] restaurant general
the last time i walked by it looked pretty empty . hmmm . [A] [O] [S] [C]	[A] it [O] empty [S] bad [C] restaurant miscellaneous
the last time i walked by it looked pretty empty . hmmm . [A] [O] [C] [S]	[A] it [O] empty [C] restaurant miscellaneous [S] bad
the last time i walked by it looked pretty empty . hmmm . [A] [S] [O] [C]	[A] it [S] bad [O] empty [C] restaurant miscellaneous
the last time i walked by it looked pretty empty . hmmm . [O] [A] [C] [S]	[O] empty [A] it [C] restaurant miscellaneous [S] bad
the last time i walked by it looked pretty empty . hmmm . [O] [A] [S] [C]	[O] empty [A] it [S] bad [C] restaurant miscellaneous
i had a great experience . [A] [O] [S] [C]	[A] it [O] great [S] good [C] restaurant general
i had a great experience . [A] [O] [C] [S]	[A] it [O] great [C] restaurant general [S] good
i had a great experience . [A] [S] [O] [C]	[A] it [S] good [O] great [C] restaurant general
i had a great experience . [O] [A] [C] [S]	[O] great [A] it [C] restaurant general [S] good
i had a great experience . [O] [A] [S] [C]	[O] great [A] it [S] good [C] restaurant general
food is great . [A] [O] [S] [C]	[A] food [O] great [S] good [C] food quality
food is great . [A] [O] [C] [S]	[A] food [O] great [C] food quality [S] good
food is great . [A] [S] [O] [C]	[A] food [S] good [O] great [C] food quality
food is great . [O] [A] [C] [S]	[O] great [A] food [C] food quality [S] good
food is great . [O] [A] [S] [C]	[O] great [A] food [S] good [C] food quality
service is top notch . [A] [O] [S] [C]	[A] service [O] top notch [S] good [C] service general
service is top notch . [A] [O] [C] [S]	[A] service [O] top notch [C] service general [S] good
service is top notch . [A] [S] [O] [C]	[A] service [S] good [O] top notch [C] service general
service is top notch . [O] [A] [C] [S]	[O] top notch [A] service [C] service general [S] good
service is top notch . [O] [A] [S] [C]	[O] top notch [A] service [S] good [C] service general
i have been going back again and again . [A] [O] [S] [C]	[A] it [O] null [S] good [C] restaurant general
i have been going back again and again . [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] good
i have been going back again and again . [A] [S] [O] [C]	[A] it [S] good [O] null [C] restaurant general
i have been going back again and again . [O] [A] [C] [S]	[O] null [A] it [C] restaurant general [S] good
i have been going back again and again . [O] [A] [S] [C]	[O] null [A] it [S] good [C] restaurant general
it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery . [A] [O] [S] [C]	[A] it [O] perfect consistency [S] good [C] food quality
it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery . [A] [O] [C] [S]	[A] it [O] perfect consistency [C] food quality [S] good
it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery . [A] [S] [O] [C]	[A] it [S] good [O] perfect consistency [C] food quality
it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery . [O] [A] [C] [S]	[O] perfect consistency [A] it [C] food quality [S] good
it melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery . [O] [A] [S] [C]	[O] perfect consistency [A] it [S] good [C] food quality
the sushi seemed pretty fresh and was adequately proportioned . [A] [O] [S] [C]	[A] sushi [O] fresh [S] good [C] food quality [SSEP] [A] sushi [O] proportioned [S] good [C] food style_options
the sushi seemed pretty fresh and was adequately proportioned . [A] [O] [C] [S]	[A] sushi [O] fresh [C] food quality [S] good [SSEP] [A] sushi [O] proportioned [C] food style_options [S] good
the sushi seemed pretty fresh and was adequately proportioned . [A] [S] [O] [C]	[A] sushi [S] good [O] fresh [C] food quality [SSEP] [A] sushi [S] good [O] proportioned [C] food style_options
the sushi seemed pretty fresh and was adequately proportioned . [O] [A] [C] [S]	[O] fresh [A] sushi [C] food quality [S] good [SSEP] [O] proportioned [A] sushi [C] food style_options [S] good
the sushi seemed pretty fresh and was adequately proportioned . [O] [A] [S] [C]	[O] fresh [A] sushi [S] good [C] food quality [SSEP] [O] proportioned [A] sushi [S] good [C] food style_options
the rice to fish ration was also good - - they did n ' t try to overpack the rice . [A] [O] [S] [C]	[A] rice to fish ration [O] good [S] good [C] food style_options
the rice to fish ration was also good - - they did n ' t try to overpack the rice . [A] [O] [C] [S]	[A] rice to fish ration [O] good [C] food style_options [S] good
the rice to fish ration was also good - - they did n ' t try to overpack the rice . [A] [S] [O] [C]	[A] rice to fish ration [S] good [O] good [C] food style_options
the rice to fish ration was also good - - they did n ' t try to overpack the rice . [O] [A] [C] [S]	[O] good [A] rice to fish ration [C] food style_options [S] good
the rice to fish ration was also good - - they did n ' t try to overpack the rice . [O] [A] [S] [C]	[O] good [A] rice to fish ration [S] good [C] food style_options
we took advanatage of the half price sushi deal on saturday so it was well worth it . [A] [O] [S] [C]	[A] half price sushi deal [O] worth [S] good [C] food quality
we took advanatage of the half price sushi deal on saturday so it was well worth it . [A] [O] [C] [S]	[A] half price sushi deal [O] worth [C] food quality [S] good
we took advanatage of the half price sushi deal on saturday so it was well worth it . [A] [S] [O] [C]	[A] half price sushi deal [S] good [O] worth [C] food quality
we took advanatage of the half price sushi deal on saturday so it was well worth it . [O] [A] [C] [S]	[O] worth [A] half price sushi deal [C] food quality [S] good
we took advanatage of the half price sushi deal on saturday so it was well worth it . [O] [A] [S] [C]	[O] worth [A] half price sushi deal [S] good [C] food quality
surprisingly nothing could be further from the truth . [A] [O] [S] [C]	[A] it [O] surprisingly [S] good [C] restaurant miscellaneous
surprisingly nothing could be further from the truth . [A] [O] [C] [S]	[A] it [O] surprisingly [C] restaurant miscellaneous [S] good
surprisingly nothing could be further from the truth . [A] [S] [O] [C]	[A] it [S] good [O] surprisingly [C] restaurant miscellaneous
surprisingly nothing could be further from the truth . [O] [A] [C] [S]	[O] surprisingly [A] it [C] restaurant miscellaneous [S] good
surprisingly nothing could be further from the truth . [O] [A] [S] [C]	[O] surprisingly [A] it [S] good [C] restaurant miscellaneous
in the evening , this place attracted a well dressed , with it , ny crowd . [A] [O] [S] [C]	[A] crowd [O] attracted [S] good [C] restaurant miscellaneous
in the evening , this place attracted a well dressed , with it , ny crowd . [A] [O] [C] [S]	[A] crowd [O] attracted [C] restaurant miscellaneous [S] good
in the evening , this place attracted a well dressed , with it , ny crowd . [A] [S] [O] [C]	[A] crowd [S] good [O] attracted [C] restaurant miscellaneous
in the evening , this place attracted a well dressed , with it , ny crowd . [O] [A] [C] [S]	[O] attracted [A] crowd [C] restaurant miscellaneous [S] good
in the evening , this place attracted a well dressed , with it , ny crowd . [O] [A] [S] [C]	[O] attracted [A] crowd [S] good [C] restaurant miscellaneous
the food was well prepared and the service impecable . [A] [O] [S] [C]	[A] food [O] well prepared [S] good [C] food quality [SSEP] [A] service [O] impecable [S] good [C] service general
the food was well prepared and the service impecable . [A] [O] [C] [S]	[A] food [O] well prepared [C] food quality [S] good [SSEP] [A] service [O] impecable [C] service general [S] good
the food was well prepared and the service impecable . [A] [S] [O] [C]	[A] food [S] good [O] well prepared [C] food quality [SSEP] [A] service [S] good [O] impecable [C] service general
